______________________________________________________ 
|     Chave|     Dados|                          Nome|
|.....11433|.........0|......................Calcifer|
|.....11433|.........0|.......................Collier|
|.....11433|.........0|......................Calcifer|
|.....11433|.........0|.......................Cardier|
|.....11433|.........0|.......................Collier|
|.....11433|.........0|.......................Collier|
|.....11434|.........0|........................Branch|
|.....11434|.........0|........................Bodhin|
|.....11435|.........0|........................Anokhi|
|.....11435|.........0|........................Anokhi|
|.....11437|.........0|........................Jakhai|
|.....11437|.........0|........................Jakhai|
|.....11437|.........0|........................Cambri|
|.....11437|.........0|........................Jakhai|
|.....11440|.........0|..........................Inci|
|.....11440|.........0|..........................Inci|
|.....11440|.........0|..........................Inci|
|.....11441|.........0|.........................Oscar|
|.....11441|.........0|.........................Omkar|
|.....11443|.........0|......................Audriana|
|.....11443|.........0|.......................Audrina|
|.....11443|.........0|.......................Adelina|
|.....11443|.........0|.......................Avalina|
|.....11443|.........0|........................Alvina|
|.....11443|.........0|.......................Abelina|
|.....11443|.........0|......................Amariona|
|.....11443|.........0|.......................Adalina|
|.....11443|.........0|.......................Andrina|
|.....11443|.........0|........................Ahmina|
|.....11443|.........0|.......................Avelina|
|.....11443|.........0|.......................Analina|
|.....11443|.........0|........................Ameina|
|.....11443|.........0|........................Arnavi|
|.....11443|.........0|......................Audrinna|
|.....11443|.........0|........................Aamina|
|.....11443|.........0|......................Amariona|
|.....11443|.........0|......................Amiliana|
|.....11443|.........0|........................Aamina|
|.....11443|.........0|......................Aliliana|
|.....11448|.........0|........................Breken|
|.....11448|.........0|.......................Bracken|
|.....11448|.........0|.......................Brecken|
|.....11448|.........0|.......................Brecken|
|.....11448|.........0|......................Brooklen|
|.....11449|.........0|......................Francois|
|.....11449|.........0|.......................Francis|
|.....11449|.........0|.......................Francis|
|.....11452|.........0|.........................Duvid|
|.....11452|.........0|.........................Duvid|
|.....11452|.........0|.........................Dovid|
|.....11452|.........0|.........................Duvid|
|.....11452|.........0|.........................David|
|.....11456|.........0|.......................Brennan|
|.....11456|.........0|........................Brenan|
|.....11456|.........0|.......................Brennan|
|.....11456|.........0|..........................Isak|
|.....11463|.........0|.......................Gissela|
|.....11463|.........0|.....................Gavriella|
|.....11463|.........0|.....................Graciella|
|.....11463|.........0|.......................Gissela|
|.....11463|.........0|........................Gisela|
|.....11466|.........0|......................Meridian|
|.....11466|.........0|......................Meridian|
|.....11467|.........0|..........................Hadi|
|.....11467|.........0|..........................Hadi|
|.....11470|.........0|.......................Yaritzy|
|.....11470|.........0|......................Yarethzy|
|.....11473|.........0|.........................Ailin|
|.....11473|.........0|.........................Astin|
|.....11473|.........0|.........................Ailin|
|.....11473|.........0|.........................Alain|
|.....11473|.........0|.........................Arlin|
|.....11473|.........0|.........................Aelin|
|.....11473|.........0|.........................Arlin|
|.....11473|.........0|.........................Aarin|
|.....11473|.........0|.........................Audin|
|.....11473|.........0|.........................Ardin|
|.....11473|.........0|.........................Almin|
|.....11473|.........0|.........................Albin|
|.....11473|.........0|.........................Ardin|
|.....11473|.........0|........................Juneau|
|.....11473|.........0|........................Anandi|
|.....11473|.........0|.........................Adwin|
|.....11473|.........0|.........................Arkin|
|.....11473|.........0|.........................Axtin|
|.....11473|.........0|.........................Ajdin|
|.....11474|.........0|.........................Lyndi|
|.....11478|.........0|.........................Nadav|
|.....11478|.........0|.........................Nirav|
|.....11478|.........0|.........................Nirav|
|.....11478|.........0|.........................Nirav|
|.....11479|.........0|.......................Chaynce|
|.....11479|.........0|.......................Chaynce|
|.....11483|.........0|......................Diamante|
|.....11489|.........0|......................Maclaren|
|.....11490|.........0|........................Adilen|
|.....11490|.........0|.....................Lillieann|
|.....11490|.........0|........................Lasean|
|.....11491|.........0|..........................Hila|
|.....11491|.........0|..........................Hila|
|.....11491|.........0|..........................Hila|
|.....11491|.........0|.......................Jenicka|
|.....11491|.........0|..........................Hala|
|.....11491|.........0|..........................Hala|
|.....11496|.........0|.....................Genavieve|
|.....11496|.........0|.....................Genevieve|
|.....11499|.........0|........................Kenedi|
|.....11499|.........0|.......................Kennedi|
|.....11499|.........0|.......................Kennedi|
|.....11499|.........0|........................Kynedi|
|.....11499|.........0|.........................Garet|
|.....11507|.........0|.........................Sajad|
|.....11507|.........0|.........................Samad|
|.....11507|.........0|.........................Samad|
|.....11507|.........0|.........................Souad|
|.....11511|.........0|........................Ezriel|
|.....11511|.........0|.......................Ezeqiel|
|.....11511|.........0|.......................Ezekiel|
|.....11511|.........0|.......................Ezykiel|
|.....11511|.........0|........................Ezriel|
|.....11511|.........0|........................Ezriel|
|.....11511|.........0|........................Edriel|
|.....11515|.........0|........................Daraly|
|.....11515|.........0|........................Daraly|
|.....11515|.........0|........................Denaly|
|.....11517|.........0|......................Mariapaz|
|.....11517|.........0|.......................Ireland|
|.....11517|.........0|.........................Muaaz|
|.....11517|.........0|.......................Ireland|
|.....11528|.........0|..........................Gema|
|.....11535|.........0|.....................Anastazia|
|.....11535|.........0|.....................Anastazia|
|.....11535|.........0|........................Hanako|
|.....11535|.........0|.....................Anastazia|
|.....11535|.........0|.....................Anastazia|
|.....11536|.........0|.........................Raiah|
|.....11536|.........0|.......................Garrick|
|.....11536|.........0|.........................Raiah|
|.....11536|.........0|.........................Riyah|
|.....11538|.........0|.........................Ozias|
|.....11538|.........0|.........................Olias|
|.....11538|.........0|.........................Ozias|
|.....11538|.........0|.........................Oseas|
|.....11538|.........0|.........................Olias|
|.....11538|.........0|.........................Ozias|
|.....11538|.........0|.........................Olias|
|.....11541|.........0|.......................Jordana|
|.....11541|.........0|......................Juliahna|
|.....11541|.........0|........................Jumana|
|.....11541|.........0|......................Jiovanna|
|.....11541|.........0|......................Jaiyanna|
|.....11541|.........0|........................Joyana|
|.....11541|.........0|........................Joyana|
|.....11541|.........0|.......................Jiliana|
|.....11541|.........0|.......................Julyana|
|.....11541|.........0|.......................Javiana|
|.....11541|.........0|.......................Jaciana|
|.....11541|.........0|......................Jordanna|
|.....11541|.........0|........................Jiyana|
|.....11541|.........0|......................Jolianna|
|.....11541|.........0|........................Jovana|
|.....11541|.........0|.......................Juliana|
|.....11541|.........0|......................Julianna|
|.....11541|.........0|......................Javianna|
|.....11541|.........0|......................Jordanna|
|.....11541|.........0|......................Javianna|
|.....11541|.........0|........................Jovana|
|.....11541|.........0|.......................Julyana|
|.....11541|.........0|......................Jiovanna|
|.....11541|.........0|........................Jhoana|
|.....11541|.........0|.......................Jariana|
|.....11541|.........0|.....................Jaylianna|
|.....11543|.........0|.........................Anshu|
|.....11543|.........0|.........................Anshu|
|.....11556|.........0|........................Dannah|
|.....11557|.........0|.........................Davie|
|.....11557|.........0|.........................Darie|
|.....11557|.........0|.........................Darie|
|.....11557|.........0|.........................Dyxie|
|.....11557|.........0|.........................Dovie|
|.....11557|.........0|.........................Dixie|
|.....11557|.........0|.........................Darie|
|.....11558|.........0|........................Jorden|
|.....11558|.........0|.......................Jakaden|
|.....11559|.........0|............................Eh|
|.....11561|.........0|........................Fabiha|
|.....11562|.........0|......................Devaansh|
|.....11564|.........0|........................Kamber|
|.....11564|.........0|........................Kimber|
|.....11564|.........0|........................Kymber|
|.....11566|.........0|.......................Jermain|
|.....11567|.........0|..........................Fina|
|.....11568|.........0|..........................Elke|
|.....11568|.........0|..........................Elek|
|.....11568|.........0|..........................Elke|
|.....11572|.........0|........................Adalid|
|.....11574|.........0|........................Ikshan|
|.....11574|.........0|........................Ikshan|
|.....11574|.........0|........................Ikshan|
|.....11577|.........0|...........................Tea|
|.....11577|.........0|...........................Tia|
|.....11578|.........0|........................Marcas|
|.....11583|.........0|...........................Yaw|
|.....11587|.........0|.......................Cheskel|
|.....11587|.........0|......................Carmello|
|.....11587|.........0|.......................Carmelo|
|.....11587|.........0|.......................Cheskel|
|.....11587|.........0|........................Canelo|
|.....11590|.........0|.......................Braedon|
|.....11590|.........0|.......................Brendon|
|.....11590|.........0|.......................Breydon|
|.....11590|.........0|........................Brydon|
|.....11590|.........0|.......................Brandon|
|.....11590|.........0|..................Michelangelo|
|.....11590|.........0|.......................Brandon|
|.....11593|.........0|........................Jenica|
|.....11593|.........0|.......................Jamaica|
|.....11593|.........0|........................Jenica|
|.....11604|.........0|.........................Sanae|
|.....11604|.........0|.........................Sanae|
|.....11604|.........0|.........................Sarae|
|.....11604|.........0|.........................Basil|
|.....11604|.........0|.........................Sarae|
|.....11606|.........0|.......................Hadrian|
|.....11606|.........0|...........................Rob|
|.....11607|.........0|..........................Dale|
|.....11607|.........0|.......................Derrell|
|.....11607|.........0|.......................Darvell|
|.....11607|.........0|.......................Daniell|
|.....11607|.........0|.......................Derrell|
|.....11607|.........0|.......................Darvell|
|.....11607|.........0|........................Danell|
|.....11607|.........0|........................Danell|
|.....11607|.........0|..........................Dale|
|.....11607|.........0|........................Danell|
|.....11612|.........0|........................Neveah|
|.....11612|.........0|.......................Naileah|
|.....11612|.........0|.......................Nayleah|
|.....11612|.........0|........................Naleah|
|.....11619|.........0|......................Giordana|
|.....11619|.........0|......................Giordana|
|.....11623|.........0|.........................Kaydn|
|.....11625|.........0|........................Arieon|
|.....11628|.........0|......................Bezaleel|
|.....11628|.........0|......................Bezaleel|
|.....11628|.........0|.......................Bezalel|
|.....11631|.........0|.........................Jacek|
|.....11631|.........0|.........................Jacek|
|.....11631|.........0|.........................Jacek|
|.....11631|.........0|.........................Jacek|
|.....11632|.........0|...........................Chi|
|.....11633|.........0|.........................Rakai|
|.....11642|.........0|.........................Homer|
|.....11642|.........0|.........................Hajer|
|.....11642|.........0|.........................Hajer|
|.....11642|.........0|.........................Homer|
|.....11642|.........0|.........................Hever|
|.....11647|.........0|........................Mikeal|
|.....11647|.........0|........................Mikeal|
|.....11647|.........0|........................Mikeal|
|.....11659|.........0|........................Luccia|
|.....11660|.........0|.......................Maribel|
|.....11660|.........0|.......................Marybel|
|.....11663|.........0|.........................Edahi|
|.....11663|.........0|.......................Emreigh|
|.....11663|.........0|.........................Edahi|
|.....11663|.........0|.........................Edahi|
|.....11665|.........0|.......................Carrera|
|.....11667|.........0|..........................Olaf|
|.....11667|.........0|.......................Coralei|
|.....11667|.........0|..........................Olaf|
|.....11668|.........0|..........................Coco|
|.....11677|.........0|........................Airlie|
|.....11677|.........0|........................Atalie|
|.....11677|.........0|.......................Addalie|
|.....11677|.........0|.......................Fabiano|
|.....11677|.........0|.......................Fabiano|
|.....11677|.........0|.......................Annalie|
|.....11677|.........0|........................Amelie|
|.....11677|.........0|........................Amelie|
|.....11677|.........0|........................Adelie|
|.....11677|.........0|.......................Dannika|
|.....11677|.........0|.......................Annalie|
|.....11677|.........0|........................Adalie|
|.....11677|.........0|.......................Angelie|
|.....11677|.........0|........................Airlie|
|.....11677|.........0|........................Ashlie|
|.....11677|.........0|.......................Ainslie|
|.....11677|.........0|....................Annaclaire|
|.....11677|.........0|.......................Angelie|
|.....11677|.........0|.......................Averlie|
|.....11677|.........0|........................Devika|
|.....11677|.........0|.......................Annalie|
|.....11677|.........0|........................Anslie|
|.....11679|.........0|.........................Kaveh|
|.....11679|.........0|.........................Kaveh|
|.....11680|.........0|...................Mariateresa|
|.....11680|.........0|...................Mariateresa|
|.....11680|.........0|.........................Malea|
|.....11680|.........0|.........................Matea|
|.....11680|.........0|.........................Mylea|
|.....11682|.........0|.........................Hardy|
|.....11682|.........0|.........................Haddy|
|.....11682|.........0|.........................Haddy|
|.....11682|.........0|...........................Ned|
|.....11682|.........0|.........................Hardy|
|.....11682|.........0|...........................Ned|
|.....11682|.........0|.........................Haddy|
|.....11682|.........0|.........................Haddy|
|.....11685|.........0|........................Basile|
|.....11691|.........0|..........................Bren|
|.....11691|.........0|..........................Boen|
|.....11691|.........0|.......................Brycenn|
|.....11692|.........0|.......................Avigdor|
|.....11700|.........0|........................Amanat|
|.....11701|.........0|........................Libbie|
|.....11701|.........0|.........................Sadaf|
|.....11701|.........0|........................Libbie|
|.....11709|.........0|........................Jaleia|
|.....11711|.........0|............................Aj|
|.....11715|.........0|...........................Udy|
|.....11715|.........0|........................Himani|
|.....11715|.........0|........................Himani|
|.....11715|.........0|.......................Healani|
|.....11715|.........0|...........................Udy|
|.....11715|.........0|........................Hanifa|
|.....11715|.........0|........................Hanifa|
|.....11717|.........0|..........................Miah|
|.....11720|.........0|........................Jysiah|
|.....11720|.........0|.......................Jahsiah|
|.....11720|.........0|.......................Jermiah|
|.....11720|.........0|........................Josiah|
|.....11720|.........0|.......................Jahziah|
|.....11720|.........0|........................Jamiah|
|.....11720|.........0|........................Joziah|
|.....11720|.........0|.......................Jaleiah|
|.....11720|.........0|........................Jaziah|
|.....11720|.........0|.......................Jermiah|
|.....11720|.........0|.......................Jamyiah|
|.....11720|.........0|........................Josiah|
|.....11720|.........0|.......................Jossiah|
|.....11720|.........0|.......................Joshiah|
|.....11720|.........0|.......................Jesaiah|
|.....11720|.........0|.......................Jazyiah|
|.....11720|.........0|........................Jediah|
|.....11720|.........0|.......................Janaiah|
|.....11720|.........0|.......................Joesiah|
|.....11720|.........0|.......................Jossiah|
|.....11720|.........0|........................Jamiah|
|.....11720|.........0|......................Jahliyah|
|.....11720|.........0|........................Jariah|
|.....11720|.........0|........................Jesiah|
|.....11720|.........0|........................Jociah|
|.....11720|.........0|.......................Josaiah|
|.....11720|.........0|........................Janiah|
|.....11720|.........0|.......................Jenaiah|
|.....11720|.........0|........................Jediah|
|.....11720|.........0|.......................Jersiah|
|.....11720|.........0|........................Joniah|
|.....11720|.........0|.......................Joesiah|
|.....11721|.........0|.......................Fatmata|
|.....11721|.........0|.......................Fatmata|
|.....11724|.........0|........................Kaycie|
|.....11729|.........0|.........................Lacee|
|.....11729|.........0|.........................Lacee|
|.....11729|.........0|.........................Lacee|
|.....11732|.........0|........................Jameel|
|.....11732|.........0|.......................Jezreel|
|.....11732|.........0|.......................Jibreel|
|.....11732|.........0|.........................Jorel|
|.....11732|.........0|.........................Jerel|
|.....11732|.........0|.........................Janel|
|.....11732|.........0|.........................Jowel|
|.....11732|.........0|.........................Jakel|
|.....11732|.........0|.........................Jarel|
|.....11732|.........0|.......................Jibreel|
|.....11732|.........0|.......................Jabreel|
|.....11732|.........0|.........................Jerel|
|.....11732|.........0|.........................Jewel|
|.....11732|.........0|.........................Jahel|
|.....11732|.........0|.........................Jamel|
|.....11732|.........0|.......................Jezreel|
|.....11732|.........0|.......................Jahleel|
|.....11732|.........0|.......................Jibreel|
|.....11732|.........0|.........................Jahel|
|.....11737|.........0|.......................Allegra|
|.....11737|.........0|........................Alegra|
|.....11739|.........0|.......................Emogene|
|.....11739|.........0|.......................Emogene|
|.....11739|.........0|.......................Emilene|
|.....11739|.........0|........................Eugene|
|.....11739|.........0|.......................Emogene|
|.....11740|.........0|.....................Haizleigh|
|.....11740|.........0|.....................Haisleigh|
|.....11740|.........0|.....................Hensleigh|
|.....11740|.........0|.....................Huntleigh|
|.....11740|.........0|.....................Hartleigh|
|.....11743|.........0|..........................Bear|
|.....11743|.........0|..........................Bora|
|.....11743|.........0|........................Mischa|
|.....11743|.........0|.........................Hines|
|.....11743|.........0|.........................Hayes|
|.....11743|.........0|..........................Bora|
|.....11743|.........0|..........................Bear|
|.....11745|.........0|..........................Leia|
|.....11745|.........0|..........................Laia|
|.....11745|.........0|......................Leilanii|
|.....11749|.........0|.....................Joaopedro|
|.....11749|.........0|.....................Joaopedro|
|.....11749|.........0|.....................Jeraldine|
|.....11751|.........0|........................Lashae|
|.....11754|.........0|........................Dezman|
|.....11758|.........0|......................Chijioke|
|.....11761|.........0|.......................Arshaun|
|.....11761|.........0|......................Aviendha|
|.....11761|.........0|.........................Quran|
|.....11764|.........0|.........................Marco|
|.....11764|.........0|.........................Micco|
|.....11767|.........0|..........................Kobi|
|.....11767|.........0|..........................Kobi|
|.....11770|.........0|......................Zephyrus|
|.....11773|.........0|.......................Adalind|
|.....11774|.........0|........................Damier|
|.....11780|.........0|.........................Kalei|
|.....11781|.........0|........................Muneeb|
|.....11786|.........0|......................Hezekiah|
|.....11786|.........0|......................Hezikiah|
|.....11786|.........0|......................Hezikiah|
|.....11789|.........0|.......................Bettina|
|.....11789|.........0|.....................Annagrace|
|.....11789|.........0|........................Breina|
|.....11789|.........0|........................Avarae|
|.....11791|.........0|.......................Kendale|
|.....11791|.........0|..........................Jaci|
|.....11791|.........0|.......................Kendale|
|.....11791|.........0|.......................Kendale|
|.....11792|.........0|..........................Anas|
|.....11792|.........0|..........................Aysa|
|.....11792|.........0|..........................Ajsa|
|.....11792|.........0|..........................Ansa|
|.....11792|.........0|..........................Abas|
|.....11792|.........0|.........................Daija|
|.....11792|.........0|..........................Anas|
|.....11792|.........0|..........................Abas|
|.....11792|.........0|.........................Daija|
|.....11794|.........0|.........................Pilar|
|.....11794|.........0|.........................Petar|
|.....11794|.........0|.........................Petar|
|.....11794|.........0|.........................Pilar|
|.....11797|.........0|......................Angelika|
|.....11801|.........0|........................Chamar|
|.....11801|.........0|........................Chamar|
|.....11801|.........0|........................Chamar|
|.....11814|.........0|.........................Bodin|
|.....11814|.........0|.........................Barin|
|.....11814|.........0|.........................Bowin|
|.....11815|.........0|.......................Hermela|
|.....11817|.........0|..........................Indi|
|.....11819|.........0|......................Abdulahi|
|.....11822|.........0|.......................Grethel|
|.....11827|.........0|.........................Maddi|
|.....11827|.........0|.........................Mehdi|
|.....11827|.........0|.........................Mandi|
|.....11827|.........0|.........................Mehdi|
|.....11827|.........0|.........................Mahdi|
|.....11827|.........0|.........................Mehdi|
|.....11827|.........0|.........................Mahdi|
|.....11829|.........0|......................Adrijana|
|.....11830|.........0|........................Baylen|
|.....11830|.........0|.......................Breylen|
|.....11830|.........0|.......................Brailen|
|.....11830|.........0|........................Baylen|
|.....11830|.........0|........................Lateef|
|.....11830|.........0|........................Baylen|
|.....11830|.........0|.......................Braylen|
|.....11833|.........0|........................Jareem|
|.....11833|.........0|........................Jareem|
|.....11833|.........0|.........................Freia|
|.....11833|.........0|........................Jaseem|
|.....11833|.........0|.........................Freia|
|.....11836|.........0|.......................Georgie|
|.....11839|.........0|.........................Price|
|.....11841|.........0|..........................Iyla|
|.....11841|.........0|..........................Illa|
|.....11841|.........0|...................Margaretann|
|.....11847|.........0|.......................Chasidy|
|.....11847|.........0|.......................Chasidy|
|.....11847|.........0|.......................Cassidy|
|.....11847|.........0|.......................Cassidy|
|.....11851|.........0|...................Miguelangel|
|.....11851|.........0|...................Miguelangel|
|.....11852|.........0|.......................Brecker|
|.....11852|.........0|........................Becker|
|.....11852|.........0|........................Booker|
|.....11857|.........0|.......................Douglas|
|.....11857|.........0|........................Atharv|
|.....11865|.........0|.......................Kelechi|
|.....11868|.........0|........................Cosima|
|.....11869|.........0|.........................Samba|
|.....11869|.........0|.........................Simba|
|.....11875|.........0|........................Adolfo|
|.....11877|.........0|..........................Huma|
|.....11883|.........0|.......................Adeline|
|.....11883|.........0|.......................Adaline|
|.....11883|.........0|.......................Henrick|
|.....11883|.........0|.......................Henrick|
|.....11883|.........0|........................Ayline|
|.....11883|.........0|........................Ayline|
|.....11883|.........0|........................Ayveri|
|.....11883|.........0|........................Ayline|
|.....11883|.........0|........................Arline|
|.....11883|.........0|.......................Henrick|
|.....11883|.........0|.......................Antoine|
|.....11886|.........0|........................Ashraf|
|.....11886|.........0|......................Jaileigh|
|.....11886|.........0|......................Jaileigh|
|.....11886|.........0|......................Jaileigh|
|.....11886|.........0|......................Jaileigh|
|.....11887|.........0|........................Gerard|
|.....11887|.........0|........................Gerard|
|.....11893|.........0|........................Kaegan|
|.....11893|.........0|........................Kaegan|
|.....11893|.........0|.........................Abhir|
|.....11893|.........0|.........................Amair|
|.....11893|.........0|........................Keigan|
|.....11893|.........0|........................Kiegan|
|.....11893|.........0|........................Keagan|
|.....11893|.........0|.........................Adair|
|.....11893|.........0|.........................Amiir|
|.....11893|.........0|.........................Abhir|
|.....11893|.........0|.......................Kerigan|
|.....11893|.........0|.........................Azair|
|.....11893|.........0|.........................Azair|
|.....11893|.........0|........................Keigan|
|.....11893|.........0|........................Kaegan|
|.....11893|.........0|........................Keigan|
|.....11893|.........0|.........................Ahmir|
|.....11893|.........0|........................Kiegan|
|.....11894|.........0|........................Aarnav|
|.....11895|.........0|.........................Selah|
|.....11895|.........0|.....................Gabrielle|
|.....11895|.........0|......................Shalayah|
|.....11895|.........0|.....................Gabryelle|
|.....11895|.........0|.....................Gabryelle|
|.....11895|.........0|......................Gianelle|
|.....11895|.........0|.....................Gabrielle|
|.....11895|.........0|.........................Siyah|
|.....11895|.........0|.....................Gabryelle|
|.....11895|.........0|......................Griselle|
|.....11895|.........0|......................Gianelle|
|.....11895|.........0|......................Shalayah|
|.....11897|.........0|.......................Keviana|
|.....11897|.........0|......................Kalianna|
|.....11897|.........0|.......................Kaylana|
|.....11897|.........0|.....................Kaylianna|
|.....11897|.........0|.......................Kyliana|
|.....11897|.........0|........................Kiyana|
|.....11897|.........0|.......................Kaiyana|
|.....11897|.........0|......................Kylianna|
|.....11897|.........0|.......................Kariana|
|.....11897|.........0|......................Kevianna|
|.....11897|.........0|.......................Keriana|
|.....11897|.........0|.......................Keriana|
|.....11897|.........0|.......................Kaylana|
|.....11897|.........0|.......................Kaliana|
|.....11899|.........0|........................Athens|
|.....11899|.........0|........................Athens|
|.....11900|.........0|......................Eliannah|
|.....11900|.........0|.......................Elianah|
|.....11900|.........0|........................Elenah|
|.....11900|.........0|........................Elenah|
|.....11900|.........0|........................Elanah|
|.....11900|.........0|......................Eliannah|
|.....11900|.........0|......................Eliannah|
|.....11904|.........0|.........................Elzie|
|.....11904|.........0|.........................Eimie|
|.....11904|.........0|.........................Emrie|
|.....11904|.........0|.........................Emmie|
|.....11904|.........0|.........................Essie|
|.....11904|.........0|.........................Eddie|
|.....11904|.........0|.........................Evvie|
|.....11904|.........0|.........................Eimie|
|.....11904|.........0|.........................Emmie|
|.....11904|.........0|.........................Elzie|
|.....11904|.........0|.........................Effie|
|.....11904|.........0|.........................Ezrie|
|.....11905|.........0|.....................Mohamadou|
|.....11905|.........0|.....................Mahamadou|
|.....11908|.........0|.......................Khamden|
|.....11908|.........0|........................Kanden|
|.....11908|.........0|........................Khaden|
|.....11908|.........0|.......................Khayden|
|.....11908|.........0|.......................Khayden|
|.....11908|.........0|.......................Kashden|
|.....11908|.........0|........................Keyden|
|.....11908|.........0|........................Khaden|
|.....11908|.........0|.......................Kaiyden|
|.....11908|.........0|........................Keeden|
|.....11908|.........0|........................Kamden|
|.....11908|.........0|........................Keyden|
|.....11908|.........0|........................Kayden|
|.....11908|.........0|.......................Kaiyden|
|.....11908|.........0|........................Kenden|
|.....11908|.........0|........................Kayden|
|.....11908|.........0|........................Kaiden|
|.....11915|.........0|..........................Gian|
|.....11915|.........0|..........................Gyan|
|.....11915|.........0|..........................Gena|
|.....11917|.........0|.......................Iremide|
|.....11917|.........0|........................Kobain|
|.....11917|.........0|.......................Kaptain|
|.....11922|.........0|.......................Jaethan|
|.....11922|.........0|........................Jathan|
|.....11922|.........0|........................Jashan|
|.....11924|.........0|.........................Royal|
|.....11924|.........0|.........................Royal|
|.....11924|.........0|.........................Ramal|
|.....11924|.........0|.........................Retal|
|.....11924|.........0|.........................Ronal|
|.....11924|.........0|.......................Gurekam|
|.....11924|.........0|.........................Ronal|
|.....11924|.........0|.........................Royal|
|.....11931|.........0|.....................Donatello|
|.....11934|.........0|.........................Jaxen|
|.....11934|.........0|.......................Jazleen|
|.....11934|.........0|.........................Jalen|
|.....11934|.........0|.........................Jasen|
|.....11934|.........0|.......................Jaydeen|
|.....11934|.........0|.........................Jazen|
|.....11934|.........0|........................Caedon|
|.....11934|.........0|.......................Jazleen|
|.....11934|.........0|.......................Caledon|
|.....11934|.........0|........................Camdon|
|.....11934|.........0|.......................Jeyleen|
|.....11934|.........0|.......................Jaeleen|
|.....11934|.........0|.........................Joren|
|.....11934|.........0|.......................Jaileen|
|.....11934|.........0|.........................Jiren|
|.....11934|.........0|.........................Jiren|
|.....11934|.........0|........................Camdon|
|.....11934|.........0|.......................Jazleen|
|.....11940|.........0|...........................Uma|
|.....11940|.........0|...........................Uma|
|.....11941|.........0|......................Elleanor|
|.....11946|.........0|........................Hanief|
|.....11946|.........0|........................Hanief|
|.....11947|.........0|.......................Camilia|
|.....11947|.........0|.......................Catalia|
|.....11947|.........0|.........................Calil|
|.....11947|.........0|........................Delila|
|.....11947|.........0|.......................Cecelia|
|.....11947|.........0|.......................Cecylia|
|.....11947|.........0|.....................Carmelina|
|.....11947|.........0|.......................Cecelia|
|.....11947|.........0|......................Camillia|
|.....11947|.........0|........................Danila|
|.....11947|.........0|.....................Carmelita|
|.....11947|.........0|.........................Cyril|
|.....11953|.........0|........................Evalee|
|.....11953|.........0|........................Eislee|
|.....11953|.........0|..........................Edel|
|.....11953|.........0|..........................Toba|
|.....11953|.........0|........................Enzlee|
|.....11953|.........0|.......................Emmalee|
|.....11953|.........0|........................Emilee|
|.....11953|.........0|..........................Edel|
|.....11953|.........0|........................Emslee|
|.....11953|.........0|........................Enslee|
|.....11953|.........0|.......................Emmalee|
|.....11953|.........0|.......................Emmalee|
|.....11953|.........0|..........................Tuba|
|.....11955|.........0|.......................Kadidja|
|.....11955|.........0|.......................Kadidja|
|.....11958|.........0|........................Pascal|
|.....11958|.........0|........................Pascal|
|.....11959|.........0|.........................Anahy|
|.....11961|.........0|......................Alouette|
|.....11961|.........0|......................Amorette|
|.....11965|.........0|.........................Tanae|
|.....11965|.........0|.........................Tanae|
|.....11965|.........0|.........................Tyjae|
|.....11976|.........0|........................Calaya|
|.....11976|.........0|........................Camaya|
|.....11976|.........0|........................Calaya|
|.....11976|.........0|........................Camaya|
|.....11977|.........0|...........................Dai|
|.....11981|.........0|......................Jordanne|
|.....11981|.........0|......................Julianne|
|.....11982|.........0|.........................Kreek|
|.....11982|.........0|.........................Kreek|
|.....11983|.........0|........................Majeed|
|.....11985|.........0|.......................Anarely|
|.....11985|.........0|..........................Raad|
|.....11985|.........0|..........................Ryad|
|.....11985|.........0|..........................Raad|
|.....11985|.........0|.......................Adanely|
|.....11985|.........0|........................Ashely|
|.....11985|.........0|.......................Anarely|
|.....11985|.........0|........................Anyely|
|.....11989|.........0|........................Janice|
|.....11989|.........0|.......................Justice|
|.....11989|.........0|........................Janice|
|.....11992|.........0|........................Haygen|
|.....11992|.........0|.........................Sarai|
|.....11992|.........0|.........................Samai|
|.....11992|.........0|.........................Sarai|
|.....11992|.........0|.........................Samai|
|.....11992|.........0|.........................Sanai|
|.....11992|.........0|.........................Samai|
|.....11992|.........0|.........................Sinai|
|.....11992|.........0|........................Haygen|
|.....11992|.........0|.........................Sakai|
|.....11992|.........0|........................Haydin|
|.....11992|.........0|.........................Sinai|
|.....11992|.........0|.........................Sinai|
|.....11992|.........0|....................Amberleigh|
|.....11993|.........0|..........................Deem|
|.....11995|.........0|......................Akhilles|
|.....11995|.........0|.......................Aquiles|
|.....11995|.........0|.....................Achilleus|
|.....11995|.........0|.......................Aquiles|
|.....11997|.........0|.......................Elienai|
|.....11997|.........0|.......................Elienai|
|.....11997|.........0|.......................Elienai|
|.....11998|.........0|.........................Adris|
|.....11998|.........0|.........................Alvis|
|.....11998|.........0|.........................Alvis|
|.....11998|.........0|.........................Aeris|
|.....11998|.........0|.........................Amais|
|.....11998|.........0|.........................Ayris|
|.....11998|.........0|.........................Allis|
|.....11998|.........0|.........................Alois|
|.....11998|.........0|.........................Artis|
|.....11998|.........0|.........................Alvis|
|.....11998|.........0|.........................Adris|
|.....11998|.........0|.........................Adris|
|.....11998|.........0|.........................Aeris|
|.....11998|.........0|.........................Artis|
|.....11998|.........0|.........................Ayris|
|.....11998|.........0|.........................Aeris|
|.....12020|.........0|....................Cassiopeia|
